36,40,0.00308039,7.82254e-08,1.07476,1
12,16,0.797519,1.49628e-05,1.06889,3
60,64,6.15658e-05,1.76675e-09,1.08213,3
68,70,1.03444e-05,5.65396e-10,0.913294,5
44,48,0.000781978,2.10996e-08,0.940195,6
28,32,0.0139432,3.3568e-07,1.06281,6
52,56,0.000214823,5.96671e-09,1.06676,6
20,24,0.0812182,1.74021e-06,1.06889,9
32,36,0.00640697,1.57018e-07,1.09717,1
40,44,0.00153217,4.06471e-08,1.09251,8
56,60,0.000114596,3.27813e-09,1.0985,3
16,20,0.231287,4.62248e-06,1.02729,8
64,68,3.32133e-05,9.4834e-10,0.985235,10
24,28,0.0322534,7.34569e-07,1.03611,12
48,52,0.000406908,1.11194e-08,1.05226,29
